1	467
1	472
3	467
4	467
5	466
6	467
8	467
9	469
10	469
12	469
14	466
15	469
16	490
22	120
29	490
33	120
34	466
38	472
39	472
43	469
45	467
48	490
58	490
59	120
62	469
63	420
71	490
82	467
87	470
88	472
90	472
98	467
101	490
102	490
104	490
105	420
108	420
108	467
112	420
117	469
126	469
127	472
129	472
131	469
134	467
136	470
137	120
139	467
144	420
147	472
148	420
153	490
156	467
161	469
162	490
163	382
169	466
170	489
172	420
175	466
181	466
189	411
193	469
196	466
201	466
203	466
206	490
214	490
215	469
218	468
221	467
224	489
226	472
227	120
229	467
232	120
238	469
242	466
249	466
270	490
274	467
277	472
279	490
282	467
283	469
285	466
287	470
289	469
290	466
299	467
307	219
312	490
313	490
315	468
318	466
320	490
330	469
331	467
333	466
335	469
339	472
340	469
344	467
345	470
353	467
355	420
359	420
363	472
365	468
368	469
370	467
372	490
378	467
384	420
388	420
394	420
394	467
396	420
398	467
399	420
403	490
409	490
412	420
413	490
416	470
418	420
418	467
420	467
422	490
423	467
428	467
433	470
438	469
446	489
450	469
454	490
456	490
458	472
460	490
462	469
463	468
464	467
477	490
480	467
481	420
482	420
484	466
485	467
489	472
490	382
501	490
502	467
505	420
511	469
515	466
518	466
519	469
522	163
522	39
522	6
522	478
522	220
522	219
522	33
522	489
525	469
528	420
530	472
531	467
532	467
538	467
544	420
550	490
551	469
571	490
580	469
583	490
586	467
593	466
594	420
599	466
602	467
607	469
610	466
612	420
615	472
622	382
623	469
624	420
625	420
628	466
630	467
631	466
642	469
644	420
645	601
646	490
647	467
658	120
660	382
663	470
667	490
668	466
673	420
675	420
680	490
682	467
684	120
691	467
692	120
696	382
697	490
698	420
700	420
703	420
704	420
705	469
708	470
710	467
710	472
713	490
715	490
716	470
717	490
719	420
726	490
730	467
732	466
736	490
737	490
738	469
740	382
741	420
746	490
751	490
752	470
755	490
756	467
758	420
759	120
761	490
763	467
771	468
772	467
776	490
778	382
783	415
786	382
789	469
790	467
797	472
802	469
804	472
808	466
811	490
813	466
816	120
817	490
823	490
826	420
827	490
832	490
833	469
850	490
853	490
854	467
858	490
860	472
865	420
872	467
876	467
877	469
880	420
884	319
888	466
892	469
895	490
900	420
904	490
909	382
910	120
913	469
914	472
915	420
920	382
926	420
934	420
941	490
943	467
947	489
948	472
951	489
956	120
957	472
959	490
960	470
961	467
965	420
969	466
970	467
971	467
972	490
975	472
976	490
989	470
993	467
994	490
995	467
997	489
998	469
1000	466
1003	466
1007	490
1008	490
1010	490
1015	466
1016	467
1018	489
1019	467
1020	490
1021	467
1023	470
1024	466
1025	420
1030	120
1031	120
1032	467
1034	467
1034	472
1035	490
1037	466
1038	470
1052	466
1053	490
1054	467
1055	472
1056	467
1062	467
1064	469
1066	120
1069	420
1071	490
1072	472
1076	469
1078	490
1079	472
1081	490
1084	467
1095	490
1098	490
1099	420
1103	490
1112	490
1116	466
1124	466
1126	490
1127	472
1129	466
1130	420
1136	490
1138	490
1142	469
1152	469
1154	120
1155	420
1156	120
1160	420
1162	489
1165	472
1168	490
1170	490
1174	489
1175	420
1186	490
1187	490
1188	467
1190	490
1193	466
1193	467
1195	420
1199	472
1203	490
1206	467
1207	472
1211	490
1213	315
1221	490
1229	490
1230	490
1233	490
1235	467
1238	490
1239	467
1241	467
1254	490
1256	466
1261	420
1264	420
1268	490
1273	120
1277	469
1278	219
1283	490
1289	490
1290	469
1293	470
1295	318
1295	84
1302	466
1312	490
1315	467
1322	490
1326	469
1331	120
1334	420
1337	420
1342	466
1343	490
1351	420
1353	490
1354	120
1357	467
1361	489
1368	466
1382	467
1384	466
1386	466
1391	472
1393	490
1397	490
1398	490
1402	469
1403	490
1404	467
1405	467
1411	490
1413	382
1415	472
1416	470
1417	469
1423	490
1425	382
1428	472
1436	490
1439	467
1444	382
1445	467
1446	467
1448	469
1450	472
1451	466
1453	467
1455	466
1456	490
1458	420
1459	466
1463	472
1464	490
1474	490
1475	490
1476	490
1477	490
1481	382
1483	490
1484	490
1485	490
1488	120
1494	467
1496	466
1498	472
1501	467
1503	490
1507	420
1508	420
1511	120
1518	490
1520	466
1528	489
1529	467
1530	490
1531	469
1532	420
1533	420
1535	472
1536	467
1537	469
1538	469
1544	490
1553	382
1562	472
1563	420
1569	467
1571	75
1573	490
1586	490
1589	120
1590	472
1592	467
1594	420
1598	490
1602	490
1603	489
1604	472
1608	490
1609	490
1611	490
1612	472
1613	467
1615	469
1617	490
1622	467
1623	469
1627	467
1628	420
1629	467
1630	466
1639	489
1642	490
1645	466
1650	467
1652	467
1654	490
1657	472
1664	467
1666	489
1669	120
1673	420
1674	466
1676	468
1678	468
1694	420
1695	490
1699	120
1700	469
1701	466
1710	469
1713	469
1723	490
1725	489
1728	490
1729	467
1731	490
1732	472
1733	490
1734	468
1739	311
1739	466
1741	467
1748	467
1754	469
1761	382
1763	466
1765	420
1766	490
1774	120
1775	472
1776	470
1777	467
1778	469
1779	490
1783	420
1784	75
1788	470
1789	469
1790	490
1791	490
1794	467
1795	120
1798	490
1799	490
1802	184
1802	183
1802	216
1802	371
1802	58
1802	276
1802	318
1802	315
1802	147
1802	293
1802	549
1802	84
1802	319
1802	415
1802	320
1805	467
1814	490
1815	490
1816	469
1822	469
1828	469
1829	472
1839	490
1840	467
1842	472
1843	382
1846	490
1848	490
1848	120
1848	382
1851	490
1852	225
1858	466
1863	490
1864	120
1866	490
1875	420
1876	490
1881	466
1884	470
1890	466
1891	466
1892	467
1893	470
1895	84
1895	319
1895	415
1895	163
1896	467
1897	470
1898	420
1900	466
1900	420
1906	420
1911	120
1915	490
1918	469
1922	469
1924	466
1926	467
1928	467
1929	469
1930	472
1931	490
1933	120
1940	490
1941	466
1946	469
1947	472
1949	466
1955	490
1959	490
1960	469
1961	490
1962	120
1967	467
1969	183
1970	490
1972	420
1973	469
1983	469
1984	466
1987	472
1988	469
1989	382
1992	382
1993	490
1995	490
1999	490
2001	382
2002	490
2004	467
2006	489
2009	467
2010	466
2012	490
2016	420
2021	490
2028	420
2036	490
2040	489
2042	120
2043	467
2044	469
2046	467
2047	120
2048	120
2049	420
2050	489
2052	469
2062	469
2067	490
2071	467
2073	382
2075	470
2079	490
2085	420
2088	469
2091	490
2093	490
2096	472
2097	490
2100	490
2102	467
2104	490
2107	490
2108	470
2109	469
2111	420
2124	420
2125	467
2131	467
2132	382
2135	490
2136	490
2140	469
2142	467
2143	120
2145	467
2146	490
2147	120
2148	490
2151	467
2152	490
2156	470
2162	467
2164	472
2166	469
2171	469
2173	490
2174	469
2179	420
2180	467
2181	490
2185	466
2191	470
2197	420
2198	318
2205	490
2206	490
2218	469
2219	466
2227	466
2229	420
2230	467
2232	120
2236	470
2237	420
2238	467
2246	490
2252	469
2255	490
2258	469
2260	470
2262	420
2269	490
2270	466
2275	467
2279	472
2282	466
2283	490
2290	490
2291	472
2295	490
2302	469
2305	490
2309	490
2314	490
2321	467
2335	469
2339	490
2341	490
2342	469
2344	467
2348	469
2352	382
2355	100
2358	420
2360	420
2363	467
2366	420
2367	120
2368	120
2370	490
2371	382
2383	6
2384	469
2385	470
2390	490
2392	467
2394	466
2396	490
2400	469
2403	490
2408	490
2410	467
2412	467
2416	382
2424	490
2430	469
2434	467
2437	420
2444	120
2448	120
2450	467
2451	420
2465	490
2466	382
2471	490
2478	120
2479	466
2484	420
2488	490
2489	490
2490	420
2491	120
2492	490
2497	467
2498	467
2502	420
2505	470
2509	120
2513	467
2514	469
2516	490
2517	490
2518	470
2523	467
2525	490
2530	469
2538	490
2543	472
2548	382
2551	466
2555	467
2558	469
2559	469
2560	472
2562	468
2564	120
2571	467
2578	490
2579	490
2580	467
2582	470
2583	490
2584	470
2585	490
2588	490
2590	490
2598	466
2600	490
2602	490
2616	467
2622	120
2625	466
2626	472
2631	472
2632	472
2633	468
2634	490
2640	467
2641	466
2644	490
2645	472
2646	490
2649	467
2650	120
2652	470
2653	120
2659	490
2660	470
2660	468
2660	466
2663	467
2664	466
2666	490
2667	490
2671	467
2676	472
2677	120
2682	490
2686	469
2687	467
2695	490
2702	467
2703	490
2705	490
2713	467
2714	467
2716	472
2722	490
2725	468
2732	420
2734	490
2736	472
2741	472
2748	490
2750	472
2753	469
2758	490
2760	472
2761	466
2763	467
2767	382
2770	467
2771	420
2775	382
2777	472
2778	318
2778	315
2782	490
2784	470
2793	490
2795	319
2795	415
2795	320
2795	408
2795	299
2805	472
2806	490
2807	420
2810	467
2815	381
2816	468
2816	466
2822	420
2829	489
2830	489
2832	469
2834	466
2835	466
2837	490
2838	472
2843	470
2846	490
2852	420
2853	120
2855	420
2857	120
2858	490
2864	467
2872	490
2873	490
2875	467
2876	490
2879	120
2881	120
2884	469
2888	467
2890	466
2893	470
2895	467
2899	490
2902	420
2903	466
2919	490
2920	467
2921	472
2925	490
2927	467
2928	490
2929	472
2930	467
2935	276
2935	318
2935	315
2935	293
2935	549
2935	84
2935	319
2935	415
2935	320
2935	408
2936	467
2939	472
2940	490
2942	420
2943	472
2947	489
2952	163
2952	6
2952	478
2952	220
2952	227
2952	219
2952	33
2952	311
2954	420
2955	467
2958	472
2963	472
2974	420
2980	468
2980	466
2984	490
2987	468
2995	490
2999	490
3001	490
3002	489
3006	490
3010	490
3013	490
3019	490
3028	472
3029	490
3030	420
3032	467
3035	472
3036	420
3037	420
3038	467
3039	468
3040	490
3041	490
3044	420
3055	490
3056	467
3062	420
3066	490
3070	467
3071	382
3073	490
3077	489
3078	467
3080	490
3083	469
3093	468
3095	467
3100	490
3109	120
3111	467
3113	490
3118	467
3125	472
3127	466
3145	489
3147	490
3148	467
3150	382
3152	470
3154	469
3160	472
3161	490
3163	420
3169	490
3175	120
3180	489
3181	490
3185	490
3187	489
3191	490
3192	120
3194	467
3198	469
3199	469
3200	469
3205	490
3207	466
3209	490
3212	420
3213	470
3214	472
3217	466
3218	490
3219	490
3220	490
3227	467
3233	382
3235	490
3237	470
3240	490
3251	469
3252	420
3253	490
3257	467
3259	467
3265	490
3274	467
3277	382
3279	120
3280	420
3281	420
3284	490
3286	490
3287	420
3291	469
3293	467
3296	467
3300	120
3301	490
3302	420
3306	467
3309	467
3312	467
3315	469
3317	420
3319	490
3324	489
3332	467
3333	470
3336	467
3341	469
3343	467
3346	470
3349	472
3352	467
3354	467
3355	490
3357	382
3359	490
3361	382
3363	420
3370	490
3374	467
3375	382
3376	472
3378	466
3379	466
3384	467
3387	469
3391	382
3392	472
3398	420
3401	120
3403	470
3405	490
3417	467
3430	184
3431	472
3432	467
3436	382
3437	467
3444	420
3450	490
3453	467
3461	470
3463	490
3467	470
3467	466
3472	469
3476	467
3478	490
3479	467
3481	472
3482	490
3485	420
3487	466
3489	415
3489	320
3489	299
3489	220
3489	411
3490	490
3491	467
3498	472
3501	120
3502	120
3509	489
3511	420
3519	420
3521	470
3522	420
3526	470
3530	420
3534	420
3537	467
3537	472
3538	420
3547	469
3548	420
3548	467
3551	420
3565	490
3566	490
3568	467
3571	467
3573	472
3581	467
3584	489
3585	382
3587	420
3588	469
3595	467
3596	420
3598	466
3599	120
3600	490
3604	472
3607	472
3608	490
3611	469
3614	490
3615	490
3622	120
3622	122
3622	403
3622	382
3623	466
3624	120
3625	490
3627	472
3634	420
3635	469
3637	420
3639	469
3642	490
3649	420
3650	420
3651	490
3653	490
3659	490
3661	490
3662	467
3662	472
3665	490
3666	489
3678	490
3680	466
3681	489
3683	120
3686	490
3691	467
3692	490
3693	490
3696	490
3698	490
3705	490
3714	472
3724	467
3727	472
3728	470
3729	420
3730	467
3731	420
3736	466
3742	420
3743	469
3751	468
3754	472
3755	490
3758	490
3759	468
3763	472
3780	470
3785	470
3788	490
3790	467
3796	490
3798	420
3799	490
3805	120
3806	472
3810	467
3812	466
3813	468
3822	490
3829	466
3838	466
3840	467
3841	467
3847	470
3849	490
3851	469
3856	469
3857	382
3867	420
3868	467
3870	382
3874	120
3879	490
3880	490
3889	472
3890	467
3896	467
3901	120
3908	468
3909	469
3912	472
3917	466
3922	490
3923	490
3929	470
3930	467
3932	466
3933	382
3939	490
3940	467
3940	472
3946	467
3947	469
3951	490
3954	466
3956	490
3964	469
3970	472
3971	382
3973	469
3974	472
3978	490
3980	120
3983	466
3987	467
3988	469
3995	472
4002	470
4004	489
4006	420
4023	490
4026	490
4031	420
4036	489
4038	469
4044	469
4047	470
4050	420
4051	490
4053	472
4054	469
4055	472
4057	490
4061	469
4062	420
4067	490
4068	120
4069	490
4070	466
4071	469
4079	469
4082	469
4085	420
4087	420
4088	120
4090	472
4096	467
4100	470
4101	472
4102	120
4107	467
4111	382
4115	467
4117	467
4120	490
4131	469
4138	382
4142	467
4142	472
4146	466
4154	490
4156	467
4157	420
4161	420
4165	490
4167	490
4168	467
4171	469
4174	467
4176	467
4177	467
4187	120
4194	469
4198	120
4200	420
4201	472
4202	467
4204	472
4208	120
4211	469
4218	467
4218	472
4223	490
4224	420
4225	382
4228	467
4231	382
4233	467
4235	489
4239	472
4242	467
4244	420
4245	467
4249	420
4252	466
4253	420
4256	490
4259	469
4261	490
4262	472
4265	470
4267	120
4269	467
4270	467
4271	467
4275	219
4278	467
4279	469
4282	420
4283	490
4296	469
4298	470
4301	470
4302	490
4306	420
4310	466
4312	472
4315	382
4324	420
4326	467
4326	472
4330	490
4334	467
4341	469
4352	490
4354	490
4355	472
4361	472
4362	490
4363	490
4367	490
4368	120
4370	472
4373	469
4376	420
4377	467
4385	490
4388	382
4396	467
4397	472
4398	420
4399	467
4401	490
4402	490
4410	469
4414	470
4416	490
4417	382
4418	467
4421	120
4422	472
4424	490
4438	420
4442	469
4443	467
4447	490
4449	467
4452	84
4452	319
4452	415
4452	320
4452	408
4452	299
4452	103
4452	353
4453	472
4455	469
4457	472
4458	120
4460	469
4469	467
4472	382
4476	467
4480	472
4482	467
4484	472
4485	490
4487	420
4490	490
4491	490
4492	490
4500	466
4505	470
4511	469
4515	490
4519	469
4520	469
4521	467
4526	472
4528	490
4536	467
4537	420
4546	470
4550	466
4553	420
4565	469
4570	469
4574	467
4576	467
4587	468
4591	420
4594	470
4595	470
4598	490
4600	420
4614	472
4620	467
4627	490
4630	490
4637	120
4644	470
4645	420
4646	466
4649	469
4651	472
4655	420
4662	120
4666	490
4671	470
4675	470
4676	470
4679	490
4683	467
4691	470
4696	490
4697	490
4701	467
4707	467
4709	472
4710	472
4715	420
4716	467
4728	467
4731	420
4733	382
4741	467
4743	469
4744	490
4750	490
4751	466
4753	490
4754	470
4762	490
4764	472
4766	472
4773	467
4775	469
4776	472
4780	420
4781	490
4791	469
4796	472
4798	420
4801	490
4805	469
4810	467
4811	469
4814	470
4816	382
4817	420
4821	472
4831	469
4843	420
4851	120
4858	490
4860	490
4867	467
4869	467
4871	490
4874	490
4877	469
4879	490
4884	490
4887	466
4888	466
4891	120
4892	466
4894	420
4896	467
4902	469
4904	490
4909	420
4910	420
4915	466
4918	420
4921	466
4923	420
4925	490
4930	467
4932	120
4933	469
4937	470
4940	120
4941	469
4948	467
4950	489
4951	490
4954	467
4957	472
4963	490
4964	420
4967	420
4971	467
4972	467
4973	466
4976	472
4979	472
4980	490
4983	120
4993	382
4995	469
4997	490
4999	467
5000	468
5005	470
5008	466
5016	472
5018	467
5019	466
5024	469
5026	420
5028	472
5030	489
5033	466
5038	467
5039	382
5043	490
5050	420
5053	467
5057	490
5058	420
5066	469
5067	420
5075	420
5080	420
5081	467
5088	490
5093	420
5098	467
5102	466
5105	420
5106	489
5109	467
5111	420
5117	490
5124	472
5127	420
5128	490
5140	472
5141	467
5142	466
5146	470
5149	470
5151	490
5153	490
5154	467
5156	225
5161	467
5168	467
5170	470
5175	420
5177	466
5181	466
5182	490
5184	472
5195	470
5197	490
5201	490
5202	470
5211	467
5211	472
5216	490
5217	420
5218	466
5219	490
5229	120
5232	467
5237	472
5240	420
5242	472
5246	466
5247	472
5248	490
5251	490
5256	467
5260	469
5262	467
5264	467
5269	420
5270	490
5272	120
5273	120
5274	420
5281	490
5287	420
5290	490
5291	467
5292	120
5294	490
5297	472
5298	490
5302	490
5306	470
5313	466
5316	470
5318	490
5324	472
5332	470
5332	468
5334	490
5337	467
5339	382
5347	490
5348	468
5349	467
5352	420
5356	490
5363	490
5369	420
5370	420
5375	467
5379	120
5384	318
5388	490
5394	382
5401	420
5403	490
5406	470
5411	472
5423	470
5425	490
5427	490
5428	468
5429	469
5431	467
5433	472
5434	490
5436	469
5439	469
5444	420
5453	469
5454	382
5455	467
5457	490
5461	420
5466	469
5468	490
5472	490
5473	490
5476	420
5478	469
5479	382
5480	420
5490	472
5497	382
5498	382
5506	490
5512	490
5517	490
5518	489
5522	420
5532	490
5534	467
5540	467
5541	225
5542	420
5543	420
5545	466
5559	469
5561	382
5566	469
5568	490
5569	472
5570	420
5575	467
5575	472
5579	420
5589	490
5591	420
5603	120
5606	120
5614	467
5616	472
5617	467
5619	420
5620	469
5621	490
5625	420
5627	466
5629	467
5632	467
5633	490
5638	490
5644	490
5645	472
5650	120
5652	467
5658	420
5659	420
5663	469
5664	490
5666	420
5667	467
5673	467
5677	469
5680	490
5697	466
5698	466
5700	490
5708	472
5709	490
5711	420
5712	420
5715	467
5717	490
5719	467
5733	472
5739	490
5741	468
5742	490
5744	467
5749	382
5749	470
5756	489
5757	467
5761	489
5774	469
5777	420
5779	467
5795	467
5797	489
5802	490
5803	469
5805	472
5806	490
5814	469
5816	490
5818	469
5820	120
5821	470
5822	472
5823	469
5830	420
5831	490
5832	470
5836	490
5839	420
5842	472
5844	490
5850	420
5854	420
5855	420
5856	490
5860	467
5863	420
5871	420
5883	467
5884	490
5886	490
5887	466
5888	420
5897	490
5901	472
5905	469
5906	490
5907	467
5908	120
5909	420
5910	420
5911	469
5922	490
5924	120
5925	466
5926	470
5951	490
5957	490
5973	120
5980	120
5981	420
5986	466
5990	470
5993	467
5996	382
5997	490
5999	490
6002	490
6006	490
6010	467
6010	472
6015	467
6018	420
6020	420
6024	120
6025	470
6029	469
6039	467
6041	467
6042	490
6045	120
6048	469
6050	469
6053	120
6072	467
6075	472
6076	467
6077	470
6077	466
6081	120
6085	490
6086	490
6087	490
6093	420
6094	490
6099	490
6105	467
6107	472
6116	490
6121	466
6126	490
6127	490
6128	420
6130	382
6133	466
6143	420
6149	420
6156	469
6157	120
6161	466
6165	490
6170	420
6172	490
6175	490
6180	382
6183	120
6186	490
6194	382
6200	120
6203	490
6204	490
6208	490
6209	466
6211	466
6212	490
6214	467
6221	420
6224	466
6224	420
6226	466
6231	489
6232	467
6236	472
6244	470
6247	490
6257	466
6267	467
6268	467
6269	467
6270	467
6272	490
6273	466
6276	420
6277	472
6280	469
6281	472
6282	490
6286	469
6290	469
6294	490
6297	490
6298	490
6299	467
6302	467
6308	467
6315	490
6317	469
6318	467
6319	420
6320	420
6321	490
6322	470
6326	420
6328	469
6329	420
6331	225
6331	382
6334	466
6335	467
6336	466
6339	420
6342	490
6343	470
6344	382
6349	490
6350	420
6352	490
6354	470
6356	466
6360	467
6363	467
6364	382
6366	120
6367	490
6373	489
6374	472
6375	470
6378	490
6384	490
6385	466
6388	490
6408	225
6417	490
6420	466
6421	120
6424	469
6426	490
6430	469
6437	490
6438	469
6441	472
6444	467
6445	467
6446	420
6458	470
6460	490
6461	490
6464	490
6466	120
6469	490
6472	420
6477	120
6480	466
6481	120
6484	490
6486	466
6486	420
6494	490
6497	490
6507	470
6513	382
6518	467
6519	467
6521	382
6522	120
6523	489
6525	469
6526	472
6527	466
6528	490
6529	466
6533	466
6536	420
6539	467
